Trial ,Batch,Author,Year,Mean Age,Age Group,Paradigm,General Paradigm,General Paradigm 2,Stimuli Modality,Stimuli Domain,Pattern Type,Pattern Range,Test SL,General Test SL,SL Test Measure,Language Aspect,Language Test,Language Test Category,Language Test Category 2,Language Test Category 3,Language Related Disorder,Disorder Population,Sample Size,ES,SE,Fisher's Z,Fisher's SE
612,Oliveira,Gabay et al. (2012),2012,23.58,Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,8-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Word Reading Accuracy,Literacy,Literacy,Literacy,DLD,Clinical,12,-0.111,0.312310435,-0.11176303,0.333333333
613,Oliveira,Gabay et al. (2012),2012,23.58,Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,8-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Word Reading Speed,Literacy,Literacy,Literacy,DLD,Clinical,12,0.112,0.312275159,0.11226933,0.333333333
614,Oliveira,Gabay et al. (2012),2012,23.58,Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,8-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Nonword Reading Accuracy,Phonology,Phonology,Phonology,DLD,Clinical,12,-0.146,0.309526702,-0.146611514,0.333333333
615,Oliveira,Gabay et al. (2012),2012,23.58,Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,8-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Nonword Reading Speed,Phonology,Phonology,Phonology,DLD,Clinical,12,-0.115,0.31201724,-0.115906264,0.333333333
616,Oliveira,Gabay et al. (2012),2012,23.58,Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,8-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Rapid automized naming - Numbers,Literacy,Literacy,Literacy,DLD,Clinical,12,0.133,0.310667609,0.133385461,0.333333333
617,Oliveira,Gabay et al. (2012),2012,23.58,Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,8-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Rapid automized naming -  Letters,Literacy,Literacy,Literacy,DLD,Clinical,12,-0.04,0.315724076,-0.03993121,0.333333333
618,Oliveira,Menghini et al. (2010),2010,11.43,Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,9-item sequence,Adjacent,Reaction time,Reaction time,Processing based,Processing,Word Reading,Literacy,Literacy,Literacy,DD,Clinical,60,0.071,0.130637038,0.071521704,0.132453236
619,Oliveira,Menghini et al. (2010),2010,11.43,Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,9-item sequence,Adjacent,Reaction time,Reaction time,Processing based,Processing,Word Reading,Literacy,Literacy,Literacy,DD,Clinical,60,0.059,0.130853992,0.05876756,0.132453236
620,Oliveira,Menghini et al. (2010),2010,11.43,Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,9-item sequence,Adjacent,Reaction time,Reaction time,Processing based,Processing,Nonword Reading,Literacy,Literacy,Literacy,DD,Clinical,60,-0.059,0.130853992,-0.05876756,0.132453236
621,Oliveira,Menghini et al. (2010),2010,11.43,Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,9-item sequence,Adjacent,Reaction time,Reaction time,Processing based,Processing,Nonword Reading,Literacy,Literacy,Literacy,DD,Clinical,60,0.281,0.120967842,0.288333233,0.132453236
622,Oliveira,Menghini et al. (2010),2010,11.43,Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,9-item sequence,Adjacent,Reaction time,Reaction time,Processing based,Processing,Phonological fluency task,Phonology,Phonology,Phonology,DD,Clinical,60,0.052,0.130952745,0.051946675,0.132453236
623,Oliveira,Menghini et al. (2010),2010,11.43,Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,9-item sequence,Adjacent,Reaction time,Reaction time,Processing based,Processing,Spoon Acc,Phonology,Phonology,Phonology,DD,Clinical,60,0.199,0.12609611,0.201899359,0.132453236
624,Oliveira,Menghini et al. (2010),2010,11.43,Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,9-item sequence,Adjacent,Reaction time,Reaction time,Processing based,Processing,Spoon Times,Phonology,Phonology,Phonology,DD,Clinical,60,0.191,0.12654129,0.192855946,0.132453236
625,Oliveira,Menghini et al. (2010),2010,11.43,Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,9-item sequence,Adjacent,Reaction time,Reaction time,Processing based,Processing,Nonword Repetition Acc,Phonology,Phonology,Phonology,DD,Clinical,60,-0.15,0.128359911,-0.150935839,0.132453236
626,Oliveira,Menghini et al. (2010),2010,11.94,Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,9-item sequence,Adjacent,Reaction time,Reaction time,Processing based,Processing,Word Reading,Literacy,Literacy,Literacy,TD,TD,65,-0.1,0.124728276,-0.100335348,0.127000127
627,Oliveira,Menghini et al. (2010),2010,11.94,Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,9-item sequence,Adjacent,Reaction time,Reaction time,Processing based,Processing,Word Reading,Literacy,Literacy,Literacy,TD,TD,65,-0.068,0.125407301,-0.068004639,0.127000127
628,Oliveira,Menghini et al. (2010),2010,11.94,Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,9-item sequence,Adjacent,Reaction time,Reaction time,Processing based,Processing,Nonword Reading,Literacy,Literacy,Literacy,TD,TD,65,0.34,0.111432493,0.353979462,0.127000127
629,Oliveira,Menghini et al. (2010),2010,11.94,Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,9-item sequence,Adjacent,Reaction time,Reaction time,Processing based,Processing,Nonword Reading,Literacy,Literacy,Literacy,TD,TD,65,-0.053,0.125634257,-0.053049709,0.127000127
630,Oliveira,Menghini et al. (2010),2010,11.94,Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,9-item sequence,Adjacent,Reaction time,Reaction time,Processing based,Processing,Phonological fluency task,Phonology,Phonology,Phonology,TD,TD,65,-0.016,0.1259555,-0.016101391,0.127000127
631,Oliveira,Menghini et al. (2010),2010,11.94,Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,9-item sequence,Adjacent,Reaction time,Reaction time,Processing based,Processing,Spoon Acc,Phonology,Phonology,Phonology,TD,TD,65,-0.182,0.121801157,-0.184360726,0.127000127
632,Oliveira,Menghini et al. (2010),2010,11.94,Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,9-item sequence,Adjacent,Reaction time,Reaction time,Processing based,Processing,Spoon Times,Phonology,Phonology,Phonology,TD,TD,65,-0.06,0.125531572,-0.060272881,0.127000127
633,Oliveira,Menghini et al. (2010),2010,11.94,Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,9-item sequence,Adjacent,Reaction time,Reaction time,Processing based,Processing,Nonword Repetition Acc,Phonology,Phonology,Phonology,TD,TD,65,-0.175,0.122142988,-0.176510559,0.127000127
634,Oliveira,Hedenius et al. (2021),2020,11.6,Children,ASRT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,Triplet,Non-adjacent,Difference score,Reaction time,Processing based,Processing,Trog–2,Syntax,Syntax,Comprehension,DD,Clinical,30,0.241,0.177994752,0.245966093,0.19245009
635,Oliveira,Hedenius et al. (2021),2021,11.6,Children,ASRT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,Triplet,Non-adjacent,Difference score,Reaction time,Processing based,Processing,Reading Fluency Subtest - Dls,Literacy,Literacy,Literacy,DD,Clinical,30,0.083,0.187670563,0.083504553,0.19245009
636,Oliveira,Hedenius et al. (2021),2021,11.6,Children,ASRT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,Triplet,Non-adjacent,Difference score,Reaction time,Processing based,Processing,Nonword Reading,Literacy,Literacy,Literacy,DD,Clinical,30,0.067,0.188136704,0.066989026,0.19245009
637,Oliveira,Hedenius et al. (2021),2021,11.6,Children,ASRT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,Triplet,Non-adjacent,Difference score,Reaction time,Processing based,Processing,Word Reading ,Literacy,Literacy,Literacy,DD,Clinical,30,-0.098,0.187179454,-0.097982362,0.19245009
638,Oliveira,Hedenius et al. (2021),2021,11.6,Children,ASRT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,Triplet,Non-adjacent,Difference score,Reaction time,Processing based,Processing,Paulin Phonological Awareness Test,Phonology,Phonology,Phonology,DD,Clinical,30,0.021,0.188898872,0.021006089,0.19245009
639,Oliveira,Hedenius et al. (2021),2021,11.6,Children,ASRT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,Triplet,Non-adjacent,Difference score,Reaction time,Processing based,Processing,Trog–2,Syntax,Syntax,Comprehension,TD,TD,32,0.118,0.180027712,0.118653712,0.185695338
640,Oliveira,Hedenius et al. (2021),2021,11.7,Children,ASRT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,Triplet,Non-adjacent,Difference score,Reaction time,Processing based,Processing,Reading Fluency Subtest - Dls,Literacy,Literacy,Literacy,TD,TD,32,0.231,0.172860671,0.23488433,0.185695338
641,Oliveira,Hedenius et al. (2021),2021,11.7,Children,ASRT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,Triplet,Non-adjacent,Difference score,Reaction time,Processing based,Processing,Nonword Reading - Läst,Literacy,Literacy,Literacy,TD,TD,32,-0.164,0.177674444,-0.165309538,0.185695338
642,Oliveira,Hedenius et al. (2021),2021,11.7,Children,ASRT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,Triplet,Non-adjacent,Difference score,Reaction time,Processing based,Processing,Word Reading - Läst,Literacy,Literacy,Literacy,TD,TD,32,0.168,0.177434393,0.169386625,0.185695338
643,Oliveira,Hedenius et al. (2021),2021,11.7,Children,ASRT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,Triplet,Non-adjacent,Difference score,Reaction time,Processing based,Processing,Paulin Phonological Awareness Test,Phonology,Phonology,Phonology,TD,TD,32,0.01,0.182554982,0.01025636,0.185695338
644,Oliveira,Hedenius et al. (2021),2021,11.6,Children,ASRT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,Triplet,Non-adjacent,Difference score,Reaction time,Processing based,Processing,Trog–2,Syntax,Syntax,Comprehension,DD,Clinical,30,-0.098,0.187179454,-0.097982362,0.19245009
645,Oliveira,Hedenius et al. (2021),2021,11.6,Children,ASRT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,Triplet,Non-adjacent,Difference score,Reaction time,Processing based,Processing,Reading Fluency Subtest - Dls,Literacy,Literacy,Literacy,DD,Clinical,30,-0.088,0.187506426,-0.088601119,0.19245009
646,Oliveira,Hedenius et al. (2021),2021,11.6,Children,ASRT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,Triplet,Non-adjacent,Difference score,Reaction time,Processing based,Processing,Nonword Reading,Literacy,Literacy,Literacy,DD,Clinical,30,0.114,0.186522905,0.11457575,0.19245009
647,Oliveira,Hedenius et al. (2021),2021,11.6,Children,ASRT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,Triplet,Non-adjacent,Difference score,Reaction time,Processing based,Processing,Word Reading ,Literacy,Literacy,Literacy,DD,Clinical,30,-0.078,0.187841883,-0.077836813,0.19245009
648,Oliveira,Hedenius et al. (2021),2021,11.6,Children,ASRT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,Triplet,Non-adjacent,Difference score,Reaction time,Processing based,Processing,Paulin Phonological Awareness Test,Phonology,Phonology,Phonology,DD,Clinical,30,-0.332,0.168109172,-0.345456506,0.19245009
649,Oliveira,Hedenius et al. (2021),2021,11.6,Children,ASRT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,Triplet,Non-adjacent,Difference score,Reaction time,Processing based,Processing,Trog–2,Syntax,Syntax,Comprehension,TD,TD,32,-0.214,0.174198947,-0.217548236,0.185695338
650,Oliveira,Hedenius et al. (2021),2021,11.7,Children,ASRT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,Triplet,Non-adjacent,Difference score,Reaction time,Processing based,Processing,Reading Fluency Subtest - Dls,Literacy,Literacy,Literacy,TD,TD,32,0.26,0.170267273,0.265711622,0.185695338
651,Oliveira,Hedenius et al. (2021),2021,11.7,Children,ASRT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,Triplet,Non-adjacent,Difference score,Reaction time,Processing based,Processing,Nonword Reading - Läst,Literacy,Literacy,Literacy,TD,TD,32,-0.016,0.182526625,-0.016141402,0.185695338
652,Oliveira,Hedenius et al. (2021),2021,11.7,Children,ASRT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,Triplet,Non-adjacent,Difference score,Reaction time,Processing based,Processing,Word Reading - Läst,Literacy,Literacy,Literacy,TD,TD,32,-0.263,0.169933225,-0.26946828,0.185695338
653,Oliveira,Hedenius et al. (2021),2021,11.7,Children,ASRT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,Triplet,Non-adjacent,Difference score,Reaction time,Processing based,Processing,Paulin Phonological Awareness Test,Phonology,Phonology,Phonology,TD,TD,32,-0.107,0.180497936,-0.107047021,0.185695338
654,Oliveira,Clark and Lum (2017b),2017,"9,813",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Formulating Sentences (Ss),Comprehension,Comprehension,Comprehension,DLD,Clinical,25,0.062,0.207712885,0.062079626,0.213200716
655,Oliveira,Clark and Lum (2017b),2017,"9,813",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Recalling Sentences (Ss),Comprehension,Comprehension,Comprehension,DLD,Clinical,25,0.178,0.201907843,0.179916485,0.213200716
656,Oliveira,Clark and Lum (2017b),2017,"9,813",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Concepts & Following Directions (Ss),Comprehension,Comprehension,Comprehension,DLD,Clinical,25,0.371,0.179814282,0.389582211,0.213200716
657,Oliveira,Clark and Lum (2017b),2017,"9,813",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Either Word Struc/Classes (Ss),Syntax,Syntax,Comprehension,DLD,Clinical,25,-0.042,0.208146595,-0.042024722,0.213200716
658,Oliveira,Clark and Lum (2017b),2017,"9,813",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Non-adjacent,Difference score,Reaction time,Processing based,Processing,Formulating Sentences (Ss),Comprehension,Comprehension,Comprehension,DLD,Clinical,25,-0.345,0.183695986,-0.359757028,0.213200716
659,Oliveira,Clark and Lum (2017b),2017,"9,813",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Non-adjacent,Difference score,Reaction time,Processing based,Processing,Recalling Sentences (Ss),Comprehension,Comprehension,Comprehension,DLD,Clinical,25,0.069,0.207521677,0.069109817,0.213200716
660,Oliveira,Clark and Lum (2017b),2017,"9,813",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Non-adjacent,Difference score,Reaction time,Processing based,Processing,Concepts & Following Directions (Ss),Comprehension,Comprehension,Comprehension,DLD,Clinical,25,-0.397,0.175650666,-0.420082581,0.213200716
661,Oliveira,Clark and Lum (2017b),2017,"9,813",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Non-adjacent,Difference score,Reaction time,Processing based,Processing,Either Word Struc/Classes (Ss),Syntax,Syntax,Comprehension,DLD,Clinical,25,0.483,0.159870295,0.526889734,0.213200716
662,Oliveira,Clark and Lum (2017b),2017,"9,697",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Formulating Sentences (Ss),Comprehension,Comprehension,Comprehension,TD,TD,27,0.004,0.1999968,0.004000021,0.204124145
663,Oliveira,Clark and Lum (2017b),2017,"9,697",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Recalling Sentences (Ss),Comprehension,Comprehension,Comprehension,TD,TD,27,0.002,0.1999992,0.002000003,0.204124145
664,Oliveira,Clark and Lum (2017b),2017,"9,697",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Concepts & Following Directions (Ss),Comprehension,Comprehension,Comprehension,TD,TD,27,0.481,0.1537278,0.524284466,0.204124145
665,Oliveira,Clark and Lum (2017b),2017,"9,697",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Either Word Struc/Classes (Ss),Syntax,Syntax,Comprehension,TD,TD,27,0.029,0.1998318,0.029008134,0.204124145
666,Oliveira,Clark and Lum (2017b),2017,"9,697",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Non-adjacent,Difference score,Reaction time,Processing based,Processing,Formulating Sentences (Ss),Comprehension,Comprehension,Comprehension,TD,TD,27,0.335,0.177555,0.348449765,0.204124145
667,Oliveira,Clark and Lum (2017b),2017,"9,697",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Non-adjacent,Difference score,Reaction time,Processing based,Processing,Recalling Sentences (Ss),Comprehension,Comprehension,Comprehension,TD,TD,27,-0.091,0.1983438,-0.091252446,0.204124145
668,Oliveira,Clark and Lum (2017b),2017,"9,697",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Non-adjacent,Difference score,Reaction time,Processing based,Processing,Concepts & Following Directions (Ss),Comprehension,Comprehension,Comprehension,TD,TD,27,0.005,0.199995,0.005000042,0.204124145
669,Oliveira,Clark and Lum (2017b),2017,"9,697",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Non-adjacent,Difference score,Reaction time,Processing based,Processing,Either Word Struc/Classes (Ss),Syntax,Syntax,Comprehension,TD,TD,27,-0.332,0.1779552,-0.345074339,0.204124145
670,Pubmed,Lukács et al. (2023),2023,"17,7",Adults,Triplet learning,TP Learning,TP Learning,Auditory,Linguistic,Triplet,Adjacent,Difference score,Reaction time,Processing based,Acquisition,One-minute reading task,Reading,Reading,Literacy,TD,TD,83,0.19,0.1071,0.192337169,0.111803399
671,Pubmed,Lukács et al. (2023),2023,"17,7",Adults,Triplet learning,TP Learning,TP Learning,Auditory,Linguistic,Triplet,Adjacent,Difference score,Forced choice test,Processing based,Acquisition,One-minute reading task,Reading,Reading,Literacy,TD,TD,83,0.09,0.110211111,0.090244188,0.111803399
